"State_FIPS_Code","Group_Code","State","AGroup","Civilian_non_inst_population","ANumber","Percent_of_population","NumberEmployed","Pop_Employed","NumberUnemployed","RateUnemplo"
"9","15","CONNECTICUT","Hispanic or Latino ethnicity, women","173","104","60.2","94","54.4","10","9.7"
"9","16","CONNECTICUT","Married men, spouse present","717","550","76.6","529","73.7","21","3.8"
"9","17","CONNECTICUT","Married women, spouse present","735","466","63.4","446","60.6","21","4.4"
"9","18","CONNECTICUT","Women who maintain families","168","121","72.1","109","65.2","12","9.6"
"9","19","CONNECTICUT","Total, 16 to 19 years","196","64","32.8","53","27.3","11","16.9"
"9","20","CONNECTICUT","Total, 20 to 24 years","243","183","75.3","164","67.5","19","10.4"
"9","21","CONNECTICUT","Total, 25 to 34 years","426","358","84.1","328","77.1","30","8.3"
"9","22","CONNECTICUT","Total, 35 to 44 years","434","371","85.5","348","80.2","23","6.2"
"9","23","CONNECTICUT","Total, 45 to 54 years","567","472","83.3","451","79.5","21","4.5"
"9","24","CONNECTICUT","Total, 55 to 64 years","470","330","70.3","315","67.1","15","4.5"
"9","25","CONNECTICUT","Total, 65 years and over","532","115","21.6","110","20.6","5","4.7"
"9","26","CONNECTICUT","Men, 16 to 19 years","99","32","31.8","25","25.7","6","19.2"
"9","27","CONNECTICUT","Men, 20 to 24 years","120","85","70.5","73","60.9","12","13.7"
"9","28","CONNECTICUT","Men, 25 to 34 years","210","193","91.9","175","83.4","18","9.3"
"9","29","CONNECTICUT","Men, 35 to 44 years","214","198","92.2","186","86.6","12","6.1"
"9","30","CONNECTICUT","Men, 45 to 54 years","279","242","86.8","230","82.3","13","5.2"
"9","31","CONNECTICUT","Men, 55 to 64 years","222","167","75.3","162","73","5","3"
"9","32","CONNECTICUT","Men, 65 years and over","231","62","27","59","25.7","3","5.1"
"9","33","CONNECTICUT","Women, 16 to 19 years","97","33","33.8","28","28.9","5","14.7"
"9","34","CONNECTICUT","Women, 20 to 24 years","123","98","80","91","74","7","7.5"
"9","35","CONNECTICUT","Women, 25 to 34 years","216","165","76.5","153","70.9","12","7.2"
"9","36","CONNECTICUT","Women, 35 to 44 years","219","173","78.9","162","73.9","11","6.3"
"9","37","CONNECTICUT","Women, 45 to 54 years","288","230","79.9","221","76.9","9","3.8"
"9","38","CONNECTICUT","Women, 55 to 64 years","248","163","65.8","153","61.9","10","6"
"9","39","CONNECTICUT","Women, 65 years and over","301","53","17.5","50","16.7","2","4.2"
"9","40","CONNECTICUT","White, 16 to 19 years","146","53","36.1","44","30.3","8","16"
"9","41","CONNECTICUT","White, 20 to 24 years","193","145","75.3","131","67.6","15","10.2"
"9","42","CONNECTICUT","White, 25 to 34 years","328","281","85.8","259","79","22","7.9"
"9","43","CONNECTICUT","White, 35 to 44 years","346","294","85.1","279","80.6","16","5.3"
"9","44","CONNECTICUT","White, 45 to 54 years","483","407","84.4","390","80.8","17","4.2"
"9","45","CONNECTICUT","White, 55 to 64 years","414","293","70.8","281","67.8","12","4.2"
"9","46","CONNECTICUT","White, 65 years and over","477","104","21.8","100","20.9","4","4.2"
"9","48","CONNECTICUT","Black or African American, 20 to 24 years","40","31","79.2","28","69.9","4","11.7"
"9","49","CONNECTICUT","Black or African American, 25 to 34 years","49","40","81.1","33","67.3","7","17"
"9","50","CONNECTICUT","Black or African American, 35 to 44 years","48","41","84.5","34","71.5","6","15.4"
"9","51","CONNECTICUT","Black or African American, 45 to 54 years","58","43","72.8","40","68.5","3","5.9"
"9","52","CONNECTICUT","Black or African American, 55 to 64 years","35","21","61.4","19","55.3","2","9.9"
"9","56","CONNECTICUT","Asian, 25 to 34 years","37","26","70.2","26","68.5","1","2.4"
"9","57","CONNECTICUT","Asian, 35 to 44 years","35","32","89.2","31","86.8","1","2.7"
"9","58","CONNECTICUT","Asian, 45 to 54 years","19","18","90.9","16","84.5","1","7.1"
"9","62","CONNECTICUT","Hispanic or Latino ethnicity, 20 to 24 years","34","26","76","22","66.2","3","13"
"9","63","CONNECTICUT","Hispanic or Latino ethnicity, 25 to 34 years","79","68","86.3","59","74.5","9","13.8"
"9","64","CONNECTICUT","Hispanic or Latino ethnicity, 35 to 44 years","66","54","81.9","49","74.4","5","9.1"
"9","65","CONNECTICUT","Hispanic or Latino ethnicity, 45 to 54 years","51","41","80.4","38","74.8","3","7.1"
"9","66","CONNECTICUT","Hispanic or Latino ethnicity, 55 to 64 years","35","17","49.5","17","47.5","1","4"
"10","1","DELAWARE","Total","738","453","61.4","427","57.9","26","5.8"
"10","2","DELAWARE","Men","349","230","65.8","217","62.2","13","5.5"
"10","3","DELAWARE","Women","389","224","57.5","210","54","14","6.1"
"10","4","DELAWARE","White","541","329","60.8","313","57.9","16","4.8"
"10","5","DELAWARE","White, men","260","171","65.6","162","62.4","8","4.9"
"10","6","DELAWARE","White, women","281","158","56.3","151","53.7","8","4.8"
"10","7","DELAWARE","Black or African American","154","97","63.2","88","57.2","9","9.5"
"10","8","DELAWARE","Black or African American, men","69","45","64.8","41","59.3","4","8.5"
"10","9","DELAWARE","Black or African American, women","85","52","61.8","47","55.5","5","10.3"
"10","10","DELAWARE","Asian","28","18","62.5","17","60.1","1","3.8"
"10","11","DELAWARE","Asian, men","14","10","75.3","10","72.4","-3","3.9"
"10","12","DELAWARE","Asian, women","15","7","50.6","7","48.7","-3","3.7"
"10","13","DELAWARE","Hispanic or Latino ethnicity","51","36","69.3","32","62.9","3","9.3"
"10","14","DELAWARE","Hispanic or Latino ethnicity, men","27","21","78.1","20","74.6","1","4.5"
"10","15","DELAWARE","Hispanic or Latino ethnicity, women","24","15","59.6","12","50","2","16.1"
"10","16","DELAWARE","Married men, spouse present","182","126","69","122","66.8","4","3.1"
"10","17","DELAWARE","Married women, spouse present","177","102","57.4","98","55.1","4","4"
"10","18","DELAWARE","Women who maintain families","50","35","70.5","32","64.6","3","8.3"
"10","19","DELAWARE","Total, 16 to 19 years","53","18","33.3","15","28","3","16"
"10","20","DELAWARE","Total, 20 to 24 years","63","46","72.7","40","63.8","6","12.2"
"10","21","DELAWARE","Total, 25 to 34 years","112","94","83.9","89","79.4","5","5.4"
"10","22","DELAWARE","Total, 35 to 44 years","107","89","83.2","85","79.3","4","4.7"
"10","23","DELAWARE","Total, 45 to 54 years","126","103","81.7","98","77.6","5","5.1"
"10","24","DELAWARE","Total, 55 to 64 years","120","75","62.2","72","60.3","2","3.1"
"10","25","DELAWARE","Total, 65 years and over","156","29","18.4","27","17.5","1","4.6"
"10","26","DELAWARE","Men, 16 to 19 years","26","8","30.6","7","26.7","1","12.5"
"10","27","DELAWARE","Men, 20 to 24 years","30","22","72.4","19","61","3","15.8"
"10","28","DELAWARE","Men, 25 to 34 years","56","51","90.2","49","86.6","2","4"
"10","29","DELAWARE","Men, 35 to 44 years","50","45","90.2","43","86.6","2","4"
"10","30","DELAWARE","Men, 45 to 54 years","59","51","86.7","48","82.3","3","5"
"10","31","DELAWARE","Men, 55 to 64 years","58","38","66.4","37","64.4","1","3"
"10","32","DELAWARE","Men, 65 years and over","69","14","20.5","13","19.5","1","5"
"10","33","DELAWARE","Women, 16 to 19 years","27","10","35.9","8","29.2","2","18.8"
"10","34","DELAWARE","Women, 20 to 24 years","33","24","72.9","22","66.5","2","8.8"
"10","35","DELAWARE","Women, 25 to 34 years","56","43","77.6","40","72.1","3","7"
"10","36","DELAWARE","Women, 35 to 44 years","57","44","77","41","72.9","2","5.3"
"10","37","DELAWARE","Women, 45 to 54 years","68","52","77.3","50","73.4","3","5.1"
"10","38","DELAWARE","Women, 55 to 64 years","62","36","58.4","35","56.6","1","3.2"
"10","39","DELAWARE","Women, 65 years and over","87","15","16.7","14","16","1","4.3"
"10","40","DELAWARE","White, 16 to 19 years","35","13","36.7","11","31.7","2","13.5"
"10","41","DELAWARE","White, 20 to 24 years","43","32","74.4","29","66.8","3","10.2"
"10","42","DELAWARE","White, 25 to 34 years","76","65","85.6","62","82.2","3","4"
"10","43","DELAWARE","White, 35 to 44 years","73","61","83.7","59","80.6","2","3.8"
"10","44","DELAWARE","White, 45 to 54 years","91","76","83.3","73","79.9","3","4"
"10","45","DELAWARE","White, 55 to 64 years","92","58","63.5","57","61.6","2","3.1"
"10","46","DELAWARE","White, 65 years and over","132","24","18.3","23","17.4","1","5"
"10","48","DELAWARE","Black or African American, 20 to 24 years","17","12","71.2","10","58.4","2","18"
"10","49","DELAWARE","Black or African American, 25 to 34 years","26","21","81.9","19","73.8","2","9.9"
"10","50","DELAWARE","Black or African American, 35 to 44 years","25","20","83.2","19","76.7","2","7.9"
"10","51","DELAWARE","Black or African American, 45 to 54 years","29","23","78.9","21","72.2","2","8.4"
"10","52","DELAWARE","Black or African American, 55 to 64 years","23","13","57.3","13","55.4","-3","3.3"
"10","56","DELAWARE","Asian, 25 to 34 years","7","5","73.6","5","71.7","-3","2.5"
"10","57","DELAWARE","Asian, 35 to 44 years","8","6","77.3","6","74.9","-3","3.1"
"10","63","DELAWARE","Hispanic or Latino ethnicity, 25 to 34 years","11","9","81.9","9","77.4","-3","5.4"
"10","64","DELAWARE","Hispanic or Latino ethnicity, 35 to 44 years","13","10","76.9","9","73.3","-3","4.6"
"10","65","DELAWARE","Hispanic or Latino ethnicity, 45 to 54 years","8","6","75","6","67.8","1","9.6"
"11","1","DISTRICT OF COLUMBIA","Total","543","378","69.5","348","64","30","7.8"
"11","2","DISTRICT OF COLUMBIA","Men","252","187","74.1","173","68.7","14","7.3"
"11","3","DISTRICT OF COLUMBIA","Women","292","191","65.5","175","60.1","16","8.4"
"11","4","DISTRICT OF COLUMBIA","White","251","206","82","200","79.6","6","2.9"
"11","5","DISTRICT OF COLUMBIA","White, men","127","108","85.6","105","82.7","4","3.4"
"11","6","DISTRICT OF COLUMBIA","White, women","124","98","78.4","95","76.5","2","2.4"
"11","7","DISTRICT OF COLUMBIA","Black or African American","256","144","56.4","122","47.8","22","15.4"
"11","8","DISTRICT OF COLUMBIA","Black or African American, men","112","67","59.9","57","51.5","9","14.1"
"11","9","DISTRICT OF COLUMBIA","Black or African American, women","144","78","53.7","65","44.9","13","16.4"
"11","10","DISTRICT OF COLUMBIA","Asian","21","16","74.6","15","72.4","-3","3"
"11","11","DISTRICT OF COLUMBIA","Asian, men","8","7","88","7","86.9","-3","1.2"
"11","12","DISTRICT OF COLUMBIA","Asian, women","13","9","66.3","8","63.4","-3","4.5"
"11","13","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity","47","38","79.7","36","76.6","1","3.9"
"11","14","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity, men","23","20","86.5","19","82.5","1","4.6"
"11","15","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity, women","24","18","73.3","17","71","1","3.1"
"11","16","DISTRICT OF COLUMBIA","Married men, spouse present","71","58","80.9","55","77.5","2","4.2"
"11","17","DISTRICT OF COLUMBIA","Married women, spouse present","70","49","70.5","47","67.4","2","4.4"
"11","18","DISTRICT OF COLUMBIA","Women who maintain families","47","30","63.3","24","51.4","6","18.8"
"11","19","DISTRICT OF COLUMBIA","Total, 16 to 19 years","22","3","15.4","3","12.3","1","20.2"
"11","20","DISTRICT OF COLUMBIA","Total, 20 to 24 years","58","40","68.8","34","58.7","6","14.7"
"11","21","DISTRICT OF COLUMBIA","Total, 25 to 34 years","157","135","86.1","127","80.7","8","6.3"
"11","22","DISTRICT OF COLUMBIA","Total, 35 to 44 years","90","77","85.8","72","79.6","6","7.2"
"11","23","DISTRICT OF COLUMBIA","Total, 45 to 54 years","75","61","80.5","56","75","4","6.8"
"11","24","DISTRICT OF COLUMBIA","Total, 55 to 64 years","66","42","64.1","38","58.1","4","9.4"
"11","25","DISTRICT OF COLUMBIA","Total, 65 years and over","75","19","25.3","18","24","1","5.2"
"11","27","DISTRICT OF COLUMBIA","Men, 20 to 24 years","26","18","71.1","15","57.7","3","18.8"
"11","28","DISTRICT OF COLUMBIA","Men, 25 to 34 years","73","65","89.7","62","85.2","3","4.9"
"11","29","DISTRICT OF COLUMBIA","Men, 35 to 44 years","45","39","87.9","37","82.9","2","5.7"
"11","30","DISTRICT OF COLUMBIA","Men, 45 to 54 years","37","32","86.3","30","80.7","2","6.5"
"11","31","DISTRICT OF COLUMBIA","Men, 55 to 64 years","31","21","67","19","61.2","2","8.7"
"11","32","DISTRICT OF COLUMBIA","Men, 65 years and over","30","10","31.4","9","29.7","1","5.7"
"11","34","DISTRICT OF COLUMBIA","Women, 20 to 24 years","32","22","67","19","59.5","2","11.2"
"11","35","DISTRICT OF COLUMBIA","Women, 25 to 34 years","84","70","83","65","76.8","5","7.5"
"11","36","DISTRICT OF COLUMBIA","Women, 35 to 44 years","45","38","83.7","35","76.3","3","8.8"
"11","37","DISTRICT OF COLUMBIA","Women, 45 to 54 years","38","29","74.8","27","69.5","2","7"
"11","38","DISTRICT OF COLUMBIA","Women, 55 to 64 years","35","21","61.4","19","55.3","2","10.1"
"11","39","DISTRICT OF COLUMBIA","Women, 65 years and over","45","10","21.1","9","20.1","-3","4.7"
"11","41","DISTRICT OF COLUMBIA","White, 20 to 24 years","31","23","74.7","22","70.4","1","5.8"
"11","42","DISTRICT OF COLUMBIA","White, 25 to 34 years","94","86","91.7","85","89.9","2","2"
"11","43","DISTRICT OF COLUMBIA","White, 35 to 44 years","42","39","92.7","38","90.6","1","2.2"
"11","44","DISTRICT OF COLUMBIA","White, 45 to 54 years","31","27","89.5","27","87.2","1","2.6"
"11","45","DISTRICT OF COLUMBIA","White, 55 to 64 years","23","19","84.2","18","79.8","1","5.1"
"11","46","DISTRICT OF COLUMBIA","White, 65 years and over","27","11","39.6","10","38.4","-3","3"
"11","48","DISTRICT OF COLUMBIA","Black or African American, 20 to 24 years","23","14","62","10","44.7","4","27.9"
"11","49","DISTRICT OF COLUMBIA","Black or African American, 25 to 34 years","49","37","76.8","31","63.6","6","17.2"
"11","50","DISTRICT OF COLUMBIA","Black or African American, 35 to 44 years","40","31","77.7","27","66.6","4","14.2"
"11","51","DISTRICT OF COLUMBIA","Black or African American, 45 to 54 years","40","29","72.7","26","64.7","3","11"
"11","52","DISTRICT OF COLUMBIA","Black or African American, 55 to 64 years","42","22","53.3","19","46.4","3","13"
"11","53","DISTRICT OF COLUMBIA","Black or African American, 65 years and over","46","8","17.2","7","15.8","1","8.2"
"11","56","DISTRICT OF COLUMBIA","Asian, 25 to 34 years","9","7","79.8","7","79.5","-3","0.4"
"11","57","DISTRICT OF COLUMBIA","Asian, 35 to 44 years","6","5","86.3","5","83.9","-3","2.8"
"11","62","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity, 20 to 24 years","5","4","72.1","3","66","-3","8.5"
"11","63","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity, 25 to 34 years","16","14","86.4","13","83","1","3.9"
"11","64","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity, 35 to 44 years","10","9","89.2","9","85.8","-3","3.7"
"11","65","DISTRICT OF COLUMBIA","Hispanic or Latino ethnicity, 45 to 54 years","8","7","85.9","6","83.1","-3","3.3"
"12","1","FLORIDA","Total","15978","9680","60.6","9073","56.8","606","6.3"
"12","2","FLORIDA","Men","7658","5098","66.6","4780","62.4","317","6.2"
"12","3","FLORIDA","Women","8320","4582","55.1","4293","51.6","289","6.3"
"12","4","FLORIDA","White","12853","7689","59.8","7275","56.6","414","5.4"
"12","5","FLORIDA","White, men","6250","4145","66.3","3925","62.8","220","5.3"
"12","6","FLORIDA","White, women","6603","3544","53.7","3350","50.7","195","5.5"
"12","7","FLORIDA","Black or African American","2430","1541","63.4","1374","56.5","167","10.8"
"12","8","FLORIDA","Black or African American, men","1112","726","65.3","642","57.7","84","11.6"
"12","9","FLORIDA","Black or African American, women","1319","816","61.8","733","55.6","83","10.2"
"12","10","FLORIDA","Asian","431","280","65.1","271","62.8","10","3.5"
"12","11","FLORIDA","Asian, men","183","139","76","133","72.6","6","4.5"
"12","12","FLORIDA","Asian, women","248","141","57","138","55.6","3","2.5"
"12","13","FLORIDA","Hispanic or Latino ethnicity","3548","2268","63.9","2118","59.7","150","6.6"
"12","14","FLORIDA","Hispanic or Latino ethnicity, men","1720","1252","72.8","1178","68.5","74","5.9"
"12","15","FLORIDA","Hispanic or Latino ethnicity, women","1828","1016","55.6","940","51.4","77","7.5"
"12","16","FLORIDA","Married men, spouse present","3995","2743","68.7","2642","66.1","101","3.7"
"12","17","FLORIDA","Married women, spouse present","3926","2178","55.5","2092","53.3","86","4"
"12","18","FLORIDA","Women who maintain families","1075","720","66.9","652","60.7","68","9.4"
"12","19","FLORIDA","Total, 16 to 19 years","897","257","28.7","210","23.4","47","18.5"
"12","20","FLORIDA","Total, 20 to 24 years","1158","807","69.7","705","60.8","102","12.7"
"12","21","FLORIDA","Total, 25 to 34 years","2419","1987","82.2","1852","76.6","135","6.8"
"12","22","FLORIDA","Total, 35 to 44 years","2533","2076","82","1967","77.6","109","5.3"
"12","23","FLORIDA","Total, 45 to 54 years","2826","2239","79.2","2129","75.3","110","4.9"
"12","24","FLORIDA","Total, 55 to 64 years","2684","1696","63.2","1619","60.3","77","4.5"
"12","25","FLORIDA","Total, 65 years and over","3460","618","17.8","592","17.1","26","4.2"
"12","26","FLORIDA","Men, 16 to 19 years","472","139","29.5","108","23","31","22"
"12","27","FLORIDA","Men, 20 to 24 years","570","409","71.7","355","62.3","54","13.1"
"12","28","FLORIDA","Men, 25 to 34 years","1208","1068","88.5","994","82.3","74","6.9"
"12","29","FLORIDA","Men, 35 to 44 years","1217","1095","90","1049","86.2","46","4.2"
"12","30","FLORIDA","Men, 45 to 54 years","1376","1180","85.7","1124","81.7","55","4.7"
"12","31","FLORIDA","Men, 55 to 64 years","1264","870","68.8","828","65.5","42","4.8"
"12","32","FLORIDA","Men, 65 years and over","1551","337","21.7","321","20.7","16","4.8"
"12","33","FLORIDA","Women, 16 to 19 years","425","118","27.8","101","23.9","17","14.2"
"12","34","FLORIDA","Women, 20 to 24 years","588","398","67.7","349","59.4","49","12.2"
